Nome,Empresa,Numero,Email
"Sócio-Diretor Titular","Prime Comex Cuiabá 4 S/A","","sócio-diretor.titular@primecomexcuiab4sa.com.br"
"Sócio-Diretor Titular","Horizonte Commodities Sinop 4 S/A","","sócio-diretor.titular@horizontecommoditiessinop4sa.com.br"
"Sócio-Diretor Titular","Terra Brasilis Trade Goiânia 4 S/A","","sócio-diretor.titular@terrabrasilistradegoinia4sa.com.br"
"Sócio-Diretor Titular","Continental Grain Rio Verde 4 S/A","","sócio-diretor.titular@continentalgrainrioverde4sa.com.br"
"Sócio-Diretor Titular","Cerealista Export Campo Grande 4 S/A","","sócio-diretor.titular@cerealistaexportcampogrande4sa.com.br"
"Sócio-Diretor Titular","BioAgro Trading Dourados 4 S/A","","sócio-diretor.titular@bioagrotradingdourados4sa.com.br"
"Sócio-Diretor Titular","Atlas Exportadora Santos 4 S/A","","sócio-diretor.titular@atlasexportadorasantos4sa.com.br"
"Sócio-Diretor Titular","Nova Safra Comex São Paulo 4 S/A","","sócio-diretor.titular@novasafracomexsopaulo4sa.com.br"
"Sócio-Diretor Titular","AgroExport Campinas 5 S/A","","sócio-diretor.titular@agroexportcampinas5sa.com.br"
"Sócio-Diretor Titular","Global Trading Ribeirão Preto 5 S/A","","sócio-diretor.titular@globaltradingribeiropreto5sa.com.br"
"Sócio-Diretor Titular","InterAgro Paranaguá 5 S/A","","sócio-diretor.titular@interagroparanagu5sa.com.br"
"Sócio-Diretor Titular","Sul Exportadora Curitiba 5 S/A","","sócio-diretor.titular@sulexportadoracuritiba5sa.com.br"
"Sócio-Diretor Titular","Brasil Grain Maringá 5 S/A","","sócio-diretor.titular@brasilgrainmaring5sa.com.br"
"Sócio-Diretor Titular","Porto Real Londrina 5 S/A","","sócio-diretor.titular@portoreallondrina5sa.com.br"
"Sócio-Diretor Titular","Alliance Trade Cascavel 5 S/A","","sócio-diretor.titular@alliancetradecascavel5sa.com.br"
"Sócio-Diretor Titular","TransAtlantic Itajaí 5 S/A","","sócio-diretor.titular@transatlanticitaja5sa.com.br"
"Sócio-Diretor Titular","Meridional Comex Joinville 5 S/A","","sócio-diretor.titular@meridionalcomexjoinville5sa.com.br"
"Sócio-Diretor Titular","Apex Export Chapecó 5 S/A","","sócio-diretor.titular@apexexportchapec5sa.com.br"
"Sócio-Diretor Titular","Pangea Commodities Rio Grande 5 S/A","","sócio-diretor.titular@pangeacommoditiesriogrande5sa.com.br"
"Sócio-Diretor Titular","Vanguard Exportadora Porto Alegre 5 S/A","","sócio-diretor.titular@vanguardexportadoraportoalegre5sa.com.br"
"Sócio-Diretor Titular","Prime Comex Caxias do Sul 5 S/A","","sócio-diretor.titular@primecomexcaxiasdosul5sa.com.br"
"Sócio-Diretor Titular","Horizonte Commodities Vitória 5 S/A","","sócio-diretor.titular@horizontecommoditiesvitria5sa.com.br"
"Sócio-Diretor Titular","Terra Brasilis Trade Belo Horizonte 5 S/A","","sócio-diretor.titular@terrabrasilistradebelohorizonte5sa.com.br"
"Sócio-Diretor Titular","Continental Grain Uberlândia 5 S/A","","sócio-diretor.titular@continentalgrainuberlndia5sa.com.br"
"Sócio-Diretor Titular","Cerealista Export Varginha 5 S/A","","sócio-diretor.titular@cerealistaexportvarginha5sa.com.br"
"Sócio-Diretor Titular","BioAgro Trading Rondonópolis 5 S/A","","sócio-diretor.titular@bioagrotradingrondonpolis5sa.com.br"
"Sócio-Diretor Titular","Atlas Exportadora Cuiabá 5 S/A","","sócio-diretor.titular@atlasexportadoracuiab5sa.com.br"
"Sócio-Diretor Titular","Nova Safra Comex Sinop 5 S/A","","sócio-diretor.titular@novasafracomexsinop5sa.com.br"
"Sócio-Diretor Titular","AgroExport Goiânia 6 S/A","","sócio-diretor.titular@agroexportgoinia6sa.com.br"
"Sócio-Diretor Titular","Global Trading Rio Verde 6 S/A","","sócio-diretor.titular@globaltradingrioverde6sa.com.br"
"Sócio-Diretor Titular","InterAgro Campo Grande 6 S/A","","sócio-diretor.titular@interagrocampogrande6sa.com.br"
"Sócio-Diretor Titular","Sul Exportadora Dourados 6 S/A","","sócio-diretor.titular@sulexportadoradourados6sa.com.br"
"Sócio-Diretor Titular","Brasil Grain Santos 6 S/A","","sócio-diretor.titular@brasilgrainsantos6sa.com.br"
"Sócio-Diretor Titular","Porto Real São Paulo 6 S/A","","sócio-diretor.titular@portorealsopaulo6sa.com.br"
"Sócio-Diretor Titular","Alliance Trade Campinas 6 S/A","","sócio-diretor.titular@alliancetradecampinas6sa.com.br"
"Sócio-Diretor Titular","TransAtlantic Ribeirão Preto 6 S/A","","sócio-diretor.titular@transatlanticribeiropreto6sa.com.br"
"Sócio-Diretor Titular","Meridional Comex Paranaguá 6 S/A","","sócio-diretor.titular@meridionalcomexparanagu6sa.com.br"
"Sócio-Diretor Titular","Apex Export Curitiba 6 S/A","","sócio-diretor.titular@apexexportcuritiba6sa.com.br"
"Sócio-Diretor Titular","Pangea Commodities Maringá 6 S/A","","sócio-diretor.titular@pangeacommoditiesmaring6sa.com.br"
"Sócio-Diretor Titular","Vanguard Exportadora Londrina 6 S/A","","sócio-diretor.titular@vanguardexportadoralondrina6sa.com.br"
"Sócio-Diretor Titular","Prime Comex Cascavel 6 S/A","","sócio-diretor.titular@primecomexcascavel6sa.com.br"
"Sócio-Diretor Titular","Horizonte Commodities Itajaí 6 S/A","","sócio-diretor.titular@horizontecommoditiesitaja6sa.com.br"
"Sócio-Diretor Titular","Terra Brasilis Trade Joinville 6 S/A","","sócio-diretor.titular@terrabrasilistradejoinville6sa.com.br"
"Sócio-Diretor Titular","Continental Grain Chapecó 6 S/A","","sócio-diretor.titular@continentalgrainchapec6sa.com.br"
"Sócio-Diretor Titular","Cerealista Export Rio Grande 6 S/A","","sócio-diretor.titular@cerealistaexportriogrande6sa.com.br"
"Sócio-Diretor Titular","BioAgro Trading Porto Alegre 6 S/A","","sócio-diretor.titular@bioagrotradingportoalegre6sa.com.br"
"Sócio-Diretor Titular","Atlas Exportadora Caxias do Sul 6 S/A","","sócio-diretor.titular@atlasexportadoracaxiasdosul6sa.com.br"
"Sócio-Diretor Titular","Nova Safra Comex Vitória 6 S/A","","sócio-diretor.titular@novasafracomexvitria6sa.com.br"
"Sócio-Diretor Titular","AgroExport Belo Horizonte 7 S/A","","sócio-diretor.titular@agroexportbelohorizonte7sa.com.br"
"Sócio-Diretor Titular","Global Trading Uberlândia 7 S/A","","sócio-diretor.titular@globaltradinguberlndia7sa.com.br"
"Sócio-Diretor Titular","InterAgro Varginha 7 S/A","","sócio-diretor.titular@interagrovarginha7sa.com.br"
"Sócio-Diretor Titular","Sul Exportadora Rondonópolis 7 S/A","","sócio-diretor.titular@sulexportadorarondonpolis7sa.com.br"
"Sócio-Diretor Titular","Brasil Grain Cuiabá 7 S/A","","sócio-diretor.titular@brasilgraincuiab7sa.com.br"
"Sócio-Diretor Titular","Porto Real Sinop 7 S/A","","sócio-diretor.titular@portorealsinop7sa.com.br"
"Sócio-Diretor Titular","Alliance Trade Goiânia 7 S/A","","sócio-diretor.titular@alliancetradegoinia7sa.com.br"
"Sócio-Diretor Titular","TransAtlantic Rio Verde 7 S/A","","sócio-diretor.titular@transatlanticrioverde7sa.com.br"
"Sócio-Diretor Titular","Meridional Comex Campo Grande 7 S/A","","sócio-diretor.titular@meridionalcomexcampogrande7sa.com.br"
"Sócio-Diretor Titular","Apex Export Dourados 7 S/A","","sócio-diretor.titular@apexexportdourados7sa.com.br"
"Sócio-Diretor Titular","Pangea Commodities Santos 7 S/A","","sócio-diretor.titular@pangeacommoditiessantos7sa.com.br"
"Sócio-Diretor Titular","Vanguard Exportadora São Paulo 7 S/A","","sócio-diretor.titular@vanguardexportadorasopaulo7sa.com.br"
"Sócio-Diretor Titular","Prime Comex Campinas 7 S/A","","sócio-diretor.titular@primecomexcampinas7sa.com.br"
"Sócio-Diretor Titular","Horizonte Commodities Ribeirão Preto 7 S/A","","sócio-diretor.titular@horizontecommoditiesribeiropreto7sa.com.br"
"Sócio-Diretor Titular","Terra Brasilis Trade Paranaguá 7 S/A","","sócio-diretor.titular@terrabrasilistradeparanagu7sa.com.br"
"Sócio-Diretor Titular","Continental Grain Curitiba 7 S/A","","sócio-diretor.titular@continentalgraincuritiba7sa.com.br"
"Sócio-Diretor Titular","Cerealista Export Maringá 7 S/A","","sócio-diretor.titular@cerealistaexportmaring7sa.com.br"
"Sócio-Diretor Titular","BioAgro Trading Londrina 7 S/A","","sócio-diretor.titular@bioagrotradinglondrina7sa.com.br"
"Sócio-Diretor Titular","Atlas Exportadora Cascavel 7 S/A","","sócio-diretor.titular@atlasexportadoracascavel7sa.com.br"
"Sócio-Diretor Titular","Nova Safra Comex Itajaí 7 S/A","","sócio-diretor.titular@novasafracomexitaja7sa.com.br"
"Sócio-Diretor Titular","AgroExport Joinville 8 S/A","","sócio-diretor.titular@agroexportjoinville8sa.com.br"
"Sócio-Diretor Titular","Global Trading Chapecó 8 S/A","","sócio-diretor.titular@globaltradingchapec8sa.com.br"
"Sócio-Diretor Titular","InterAgro Rio Grande 8 S/A","","sócio-diretor.titular@interagroriogrande8sa.com.br"
"Sócio-Diretor Titular","Sul Exportadora Porto Alegre 8 S/A","","sócio-diretor.titular@sulexportadoraportoalegre8sa.com.br"
"Sócio-Diretor Titular","Brasil Grain Caxias do Sul 8 S/A","","sócio-diretor.titular@brasilgraincaxiasdosul8sa.com.br"
"Sócio-Diretor Titular","Porto Real Vitória 8 S/A","","sócio-diretor.titular@portorealvitria8sa.com.br"
"Sócio-Diretor Titular","Alliance Trade Belo Horizonte 8 S/A","","sócio-diretor.titular@alliancetradebelohorizonte8sa.com.br"
"Sócio-Diretor Titular","TransAtlantic Uberlândia 8 S/A","","sócio-diretor.titular@transatlanticuberlndia8sa.com.br"
"Sócio-Diretor Titular","Meridional Comex Varginha 8 S/A","","sócio-diretor.titular@meridionalcomexvarginha8sa.com.br"
"Sócio-Diretor Titular","Apex Export Rondonópolis 8 S/A","","sócio-diretor.titular@apexexportrondonpolis8sa.com.br"
"Sócio-Diretor Titular","Pangea Commodities Cuiabá 8 S/A","","sócio-diretor.titular@pangeacommoditiescuiab8sa.com.br"
"Sócio-Diretor Titular","Vanguard Exportadora Sinop 8 S/A","","sócio-diretor.titular@vanguardexportadorasinop8sa.com.br"
"Sócio-Diretor Titular","Prime Comex Goiânia 8 S/A","","sócio-diretor.titular@primecomexgoinia8sa.com.br"
"Sócio-Diretor Titular","Horizonte Commodities Rio Verde 8 S/A","","sócio-diretor.titular@horizontecommoditiesrioverde8sa.com.br"
"Sócio-Diretor Titular","Terra Brasilis Trade Campo Grande 8 S/A","","sócio-diretor.titular@terrabrasilistradecampogrande8sa.com.br"
"Sócio-Diretor Titular","Continental Grain Dourados 8 S/A","","sócio-diretor.titular@continentalgraindourados8sa.com.br"
"Sócio-Diretor Titular","Cerealista Export Santos 8 S/A","","sócio-diretor.titular@cerealistaexportsantos8sa.com.br"
"Sócio-Diretor Titular","BioAgro Trading São Paulo 8 S/A","","sócio-diretor.titular@bioagrotradingsopaulo8sa.com.br"
"Sócio-Diretor Titular","Atlas Exportadora Campinas 8 S/A","","sócio-diretor.titular@atlasexportadoracampinas8sa.com.br"
"Sócio-Diretor Titular","Nova Safra Comex Ribeirão Preto 8 S/A","","sócio-diretor.titular@novasafracomexribeiropreto8sa.com.br"
"Sócio-Diretor Titular","AgroExport Paranaguá 9 S/A","","sócio-diretor.titular@agroexportparanagu9sa.com.br"
"Sócio-Diretor Titular","Global Trading Curitiba 9 S/A","","sócio-diretor.titular@globaltradingcuritiba9sa.com.br"
"Sócio-Diretor Titular","InterAgro Maringá 9 S/A","","sócio-diretor.titular@interagromaring9sa.com.br"
"Sócio-Diretor Titular","Sul Exportadora Londrina 9 S/A","","sócio-diretor.titular@sulexportadoralondrina9sa.com.br"
"Sócio-Diretor Titular","Brasil Grain Cascavel 9 S/A","","sócio-diretor.titular@brasilgraincascavel9sa.com.br"
"Sócio-Diretor Titular","Porto Real Itajaí 9 S/A","","sócio-diretor.titular@portorealitaja9sa.com.br"
"Sócio-Diretor Titular","Alliance Trade Joinville 9 S/A","","sócio-diretor.titular@alliancetradejoinville9sa.com.br"
"Sócio-Diretor Titular","TransAtlantic Chapecó 9 S/A","","sócio-diretor.titular@transatlanticchapec9sa.com.br"
"Sócio-Diretor Titular","Meridional Comex Rio Grande 9 S/A","","sócio-diretor.titular@meridionalcomexriogrande9sa.com.br"
"Sócio-Diretor Titular","Apex Export Porto Alegre 9 S/A","","sócio-diretor.titular@apexexportportoalegre9sa.com.br"
"Sócio-Diretor Titular","Pangea Commodities Caxias do Sul 9 S/A","","sócio-diretor.titular@pangeacommoditiescaxiasdosul9sa.com.br"
"Sócio-Diretor Titular","Vanguard Exportadora Vitória 9 S/A","","sócio-diretor.titular@vanguardexportadoravitria9sa.com.br"
"Sócio-Diretor Titular","Prime Comex Belo Horizonte 9 S/A","","sócio-diretor.titular@primecomexbelohorizonte9sa.com.br"
"Sócio-Diretor Titular","Horizonte Commodities Uberlândia 9 S/A","","sócio-diretor.titular@horizontecommoditiesuberlndia9sa.com.br"
"Sócio-Diretor Titular","Terra Brasilis Trade Varginha 9 S/A","","sócio-diretor.titular@terrabrasilistradevarginha9sa.com.br"
"Sócio-Diretor Titular","Continental Grain Rondonópolis 9 S/A","","sócio-diretor.titular@continentalgrainrondonpolis9sa.com.br"
"Sócio-Diretor Titular","Cerealista Export Cuiabá 9 S/A","","sócio-diretor.titular@cerealistaexportcuiab9sa.com.br"
"Sócio-Diretor Titular","BioAgro Trading Sinop 9 S/A","","sócio-diretor.titular@bioagrotradingsinop9sa.com.br"
"Sócio-Diretor Titular","Atlas Exportadora Goiânia 9 S/A","","sócio-diretor.titular@atlasexportadoragoinia9sa.com.br"
"Sócio-Diretor Titular","Nova Safra Comex Rio Verde 9 S/A","","sócio-diretor.titular@novasafracomexrioverde9sa.com.br"
"Sócio-Diretor Titular","AgroExport Campo Grande 10 S/A","","sócio-diretor.titular@agroexportcampogrande10sa.com.br"
"Sócio-Diretor Titular","Global Trading Dourados 10 S/A","","sócio-diretor.titular@globaltradingdourados10sa.com.br"
"Sócio-Diretor Titular","InterAgro Santos 10 S/A","","sócio-diretor.titular@interagrosantos10sa.com.br"
"Sócio-Diretor Titular","Sul Exportadora São Paulo 10 S/A","","sócio-diretor.titular@sulexportadorasopaulo10sa.com.br"
"Sócio-Diretor Titular","Brasil Grain Campinas 10 S/A","","sócio-diretor.titular@brasilgraincampinas10sa.com.br"
"Sócio-Diretor Titular","Porto Real Ribeirão Preto 10 S/A","","sócio-diretor.titular@portorealribeiropreto10sa.com.br"
"Sócio-Diretor Titular","Alliance Trade Paranaguá 10 S/A","","sócio-diretor.titular@alliancetradeparanagu10sa.com.br"
"Sócio-Diretor Titular","TransAtlantic Curitiba 10 S/A","","sócio-diretor.titular@transatlanticcuritiba10sa.com.br"
"Sócio-Diretor Titular","Meridional Comex Maringá 10 S/A","","sócio-diretor.titular@meridionalcomexmaring10sa.com.br"
"Sócio-Diretor Titular","Apex Export Londrina 10 S/A","","sócio-diretor.titular@apexexportlondrina10sa.com.br"
"Sócio-Diretor Titular","Pangea Commodities Cascavel 10 S/A","","sócio-diretor.titular@pangeacommoditiescascavel10sa.com.br"
"Sócio-Diretor Titular","Vanguard Exportadora Itajaí 10 S/A","","sócio-diretor.titular@vanguardexportadoraitaja10sa.com.br"
"Sócio-Diretor Titular","Prime Comex Joinville 10 S/A","","sócio-diretor.titular@primecomexjoinville10sa.com.br"
"Sócio-Diretor Titular","Horizonte Commodities Chapecó 10 S/A","","sócio-diretor.titular@horizontecommoditieschapec10sa.com.br"
"Sócio-Diretor Titular","Terra Brasilis Trade Rio Grande 10 S/A","","sócio-diretor.titular@terrabrasilistraderiogrande10sa.com.br"
"Sócio-Diretor Titular","Continental Grain Porto Alegre 10 S/A","","sócio-diretor.titular@continentalgrainportoalegre10sa.com.br"
"Sócio-Diretor Titular","Cerealista Export Caxias do Sul 10 S/A","","sócio-diretor.titular@cerealistaexportcaxiasdosul10sa.com.br"
"Sócio-Diretor Titular","BioAgro Trading Vitória 10 S/A","","sócio-diretor.titular@bioagrotradingvitria10sa.com.br"
"Sócio-Diretor Titular","Atlas Exportadora Belo Horizonte 10 S/A","","sócio-diretor.titular@atlasexportadorabelohorizonte10sa.com.br"
"Sócio-Diretor Titular","Nova Safra Comex Uberlândia 10 S/A","","sócio-diretor.titular@novasafracomexuberlndia10sa.com.br"
"Sócio-Diretor Titular","AgroExport Varginha 11 S/A","","sócio-diretor.titular@agroexportvarginha11sa.com.br"
"Sócio-Diretor Titular","Global Trading Rondonópolis 11 S/A","","sócio-diretor.titular@globaltradingrondonpolis11sa.com.br"
"Sócio-Diretor Titular","InterAgro Cuiabá 11 S/A","","sócio-diretor.titular@interagrocuiab11sa.com.br"
"Sócio-Diretor Titular","Sul Exportadora Sinop 11 S/A","","sócio-diretor.titular@sulexportadorasinop11sa.com.br"
"Sócio-Diretor Titular","Brasil Grain Goiânia 11 S/A","","sócio-diretor.titular@brasilgraingoinia11sa.com.br"
"Sócio-Diretor Titular","Porto Real Rio Verde 11 S/A","","sócio-diretor.titular@portorealrioverde11sa.com.br"
"Sócio-Diretor Titular","Alliance Trade Campo Grande 11 S/A","","sócio-diretor.titular@alliancetradecampogrande11sa.com.br"
"Sócio-Diretor Titular","TransAtlantic Dourados 11 S/A","","sócio-diretor.titular@transatlanticdourados11sa.com.br"
"Sócio-Diretor Titular","Meridional Comex Santos 11 S/A","","sócio-diretor.titular@meridionalcomexsantos11sa.com.br"
"Sócio-Diretor Titular","Apex Export São Paulo 11 S/A","","sócio-diretor.titular@apexexportsopaulo11sa.com.br"
"Sócio-Diretor Titular","Pangea Commodities Campinas 11 S/A","","sócio-diretor.titular@pangeacommoditiescampinas11sa.com.br"
"Sócio-Diretor Titular","Vanguard Exportadora Ribeirão Preto 11 S/A","","sócio-diretor.titular@vanguardexportadoraribeiropreto11sa.com.br"
"Sócio-Diretor Titular","Prime Comex Paranaguá 11 S/A","","sócio-diretor.titular@primecomexparanagu11sa.com.br"
"Sócio-Diretor Titular","Horizonte Commodities Curitiba 11 S/A","","sócio-diretor.titular@horizontecommoditiescuritiba11sa.com.br"
"Sócio-Diretor Titular","Terra Brasilis Trade Maringá 11 S/A","","sócio-diretor.titular@terrabrasilistrademaring11sa.com.br"
"Sócio-Diretor Titular","Continental Grain Londrina 11 S/A","","sócio-diretor.titular@continentalgrainlondrina11sa.com.br"
"Sócio-Diretor Titular","Cerealista Export Cascavel 11 S/A","","sócio-diretor.titular@cerealistaexportcascavel11sa.com.br"
"Sócio-Diretor Titular","BioAgro Trading Itajaí 11 S/A","","sócio-diretor.titular@bioagrotradingitaja11sa.com.br"
"Sócio-Diretor Titular","Atlas Exportadora Joinville 11 S/A","","sócio-diretor.titular@atlasexportadorajoinville11sa.com.br"
"Sócio-Diretor Titular","Nova Safra Comex Chapecó 11 S/A","","sócio-diretor.titular@novasafracomexchapec11sa.com.br"
"Sócio-Diretor Titular","AgroExport Rio Grande 12 S/A","","sócio-diretor.titular@agroexportriogrande12sa.com.br"
"Sócio-Diretor Titular","Global Trading Porto Alegre 12 S/A","","sócio-diretor.titular@globaltradingportoalegre12sa.com.br"
"Sócio-Diretor Titular","InterAgro Caxias do Sul 12 S/A","","sócio-diretor.titular@interagrocaxiasdosul12sa.com.br"
"Sócio-Diretor Titular","Sul Exportadora Vitória 12 S/A","","sócio-diretor.titular@sulexportadoravitria12sa.com.br"
"Sócio-Diretor Titular","Brasil Grain Belo Horizonte 12 S/A","","sócio-diretor.titular@brasilgrainbelohorizonte12sa.com.br"
"Sócio-Diretor Titular","Porto Real Uberlândia 12 S/A","","sócio-diretor.titular@portorealuberlndia12sa.com.br"
"Sócio-Diretor Titular","Alliance Trade Varginha 12 S/A","","sócio-diretor.titular@alliancetradevarginha12sa.com.br"
"Sócio-Diretor Titular","TransAtlantic Rondonópolis 12 S/A","","sócio-diretor.titular@transatlanticrondonpolis12sa.com.br"
"Sócio-Diretor Titular","Meridional Comex Cuiabá 12 S/A","","sócio-diretor.titular@meridionalcomexcuiab12sa.com.br"
"Sócio-Diretor Titular","Apex Export Sinop 12 S/A","","sócio-diretor.titular@apexexportsinop12sa.com.br"
"Sócio-Diretor Titular","Pangea Commodities Goiânia 12 S/A","","sócio-diretor.titular@pangeacommoditiesgoinia12sa.com.br"
"Sócio-Diretor Titular","Vanguard Exportadora Rio Verde 12 S/A","","sócio-diretor.titular@vanguardexportadorarioverde12sa.com.br"
"Sócio-Diretor Titular","Prime Comex Campo Grande 12 S/A","","sócio-diretor.titular@primecomexcampogrande12sa.com.br"
"Sócio-Diretor Titular","Horizonte Commodities Dourados 12 S/A","","sócio-diretor.titular@horizontecommoditiesdourados12sa.com.br"
"Sócio-Diretor Titular","Terra Brasilis Trade Santos 12 S/A","","sócio-diretor.titular@terrabrasilistradesantos12sa.com.br"
"Sócio-Diretor Titular","Continental Grain São Paulo 12 S/A","","sócio-diretor.titular@continentalgrainsopaulo12sa.com.br"
"Sócio-Diretor Titular","Cerealista Export Campinas 12 S/A","","sócio-diretor.titular@cerealistaexportcampinas12sa.com.br"
"Sócio-Diretor Titular","BioAgro Trading Ribeirão Preto 12 S/A","","sócio-diretor.titular@bioagrotradingribeiropreto12sa.com.br"
"Sócio-Diretor Titular","Atlas Exportadora Paranaguá 12 S/A","","sócio-diretor.titular@atlasexportadoraparanagu12sa.com.br"
"Sócio-Diretor Titular","Nova Safra Comex Curitiba 12 S/A","","sócio-diretor.titular@novasafracomexcuritiba12sa.com.br"
"Sócio-Diretor Titular","AgroExport Maringá 13 S/A","","sócio-diretor.titular@agroexportmaring13sa.com.br"
"Sócio-Diretor Titular","Global Trading Londrina 13 S/A","","sócio-diretor.titular@globaltradinglondrina13sa.com.br"
"Sócio-Diretor Titular","InterAgro Cascavel 13 S/A","","sócio-diretor.titular@interagrocascavel13sa.com.br"
"Sócio-Diretor Titular","Sul Exportadora Itajaí 13 S/A","","sócio-diretor.titular@sulexportadoraitaja13sa.com.br"
"Sócio-Diretor Titular","Brasil Grain Joinville 13 S/A","","sócio-diretor.titular@brasilgrainjoinville13sa.com.br"
"Sócio-Diretor Titular","Porto Real Chapecó 13 S/A","","sócio-diretor.titular@portorealchapec13sa.com.br"
"Sócio-Diretor Titular","Alliance Trade Rio Grande 13 S/A","","sócio-diretor.titular@alliancetraderiogrande13sa.com.br"
"Sócio-Diretor Titular","TransAtlantic Porto Alegre 13 S/A","","sócio-diretor.titular@transatlanticportoalegre13sa.com.br"
"Sócio-Diretor Titular","Meridional Comex Caxias do Sul 13 S/A","","sócio-diretor.titular@meridionalcomexcaxiasdosul13sa.com.br"
"Sócio-Diretor Titular","Apex Export Vitória 13 S/A","","sócio-diretor.titular@apexexportvitria13sa.com.br"
"Sócio-Diretor Titular","Pangea Commodities Belo Horizonte 13 S/A","","sócio-diretor.titular@pangeacommoditiesbelohorizonte13sa.com.br"
"Sócio-Diretor Titular","Vanguard Exportadora Uberlândia 13 S/A","","sócio-diretor.titular@vanguardexportadorauberlndia13sa.com.br"
"Sócio-Diretor Titular","Prime Comex Varginha 13 S/A","","sócio-diretor.titular@primecomexvarginha13sa.com.br"
"Sócio-Diretor Titular","Horizonte Commodities Rondonópolis 13 S/A","","sócio-diretor.titular@horizontecommoditiesrondonpolis13sa.com.br"
"Sócio-Diretor Titular","Terra Brasilis Trade Cuiabá 13 S/A","","sócio-diretor.titular@terrabrasilistradecuiab13sa.com.br"
"Sócio-Diretor Titular","Continental Grain Sinop 13 S/A","","sócio-diretor.titular@continentalgrainsinop13sa.com.br"
"Sócio-Diretor Titular","Cerealista Export Goiânia 13 S/A","","sócio-diretor.titular@cerealistaexportgoinia13sa.com.br"
"Sócio-Diretor Titular","BioAgro Trading Rio Verde 13 S/A","","sócio-diretor.titular@bioagrotradingrioverde13sa.com.br"
"Sócio-Diretor Titular","Atlas Exportadora Campo Grande 13 S/A","","sócio-diretor.titular@atlasexportadoracampogrande13sa.com.br"
"Sócio-Diretor Titular","Nova Safra Comex Dourados 13 S/A","","sócio-diretor.titular@novasafracomexdourados13sa.com.br"
"Sócio-Diretor Titular","AgroExport Santos 14 S/A","","sócio-diretor.titular@agroexportsantos14sa.com.br"
"Sócio-Diretor Titular","Global Trading São Paulo 14 S/A","","sócio-diretor.titular@globaltradingsopaulo14sa.com.br"
"Sócio-Diretor Titular","InterAgro Campinas 14 S/A","","sócio-diretor.titular@interagrocampinas14sa.com.br"
"Sócio-Diretor Titular","Sul Exportadora Ribeirão Preto 14 S/A","","sócio-diretor.titular@sulexportadoraribeiropreto14sa.com.br"
"Sócio-Diretor Titular","Brasil Grain Paranaguá 14 S/A","","sócio-diretor.titular@brasilgrainparanagu14sa.com.br"
"Sócio-Diretor Titular","Porto Real Curitiba 14 S/A","","sócio-diretor.titular@portorealcuritiba14sa.com.br"
"Sócio-Diretor Titular","Alliance Trade Maringá 14 S/A","","sócio-diretor.titular@alliancetrademaring14sa.com.br"
"Sócio-Diretor Titular","TransAtlantic Londrina 14 S/A","","sócio-diretor.titular@transatlanticlondrina14sa.com.br"
"Sócio-Diretor Titular","Meridional Comex Cascavel 14 S/A","","sócio-diretor.titular@meridionalcomexcascavel14sa.com.br"
"Sócio-Diretor Titular","Apex Export Itajaí 14 S/A","","sócio-diretor.titular@apexexportitaja14sa.com.br"
"Sócio-Diretor Titular","Pangea Commodities Joinville 14 S/A","","sócio-diretor.titular@pangeacommoditiesjoinville14sa.com.br"
"Sócio-Diretor Titular","Vanguard Exportadora Chapecó 14 S/A","","sócio-diretor.titular@vanguardexportadorachapec14sa.com.br"
"Sócio-Diretor Titular","Prime Comex Rio Grande 14 S/A","","sócio-diretor.titular@primecomexriogrande14sa.com.br"
"Sócio-Diretor Titular","Horizonte Commodities Porto Alegre 14 S/A","","sócio-diretor.titular@horizontecommoditiesportoalegre14sa.com.br"
"Sócio-Diretor Titular","Terra Brasilis Trade Caxias do Sul 14 S/A","","sócio-diretor.titular@terrabrasilistradecaxiasdosul14sa.com.br"
"Sócio-Diretor Titular","Continental Grain Vitória 14 S/A","","sócio-diretor.titular@continentalgrainvitria14sa.com.br"
"Sócio-Diretor Titular","Cerealista Export Belo Horizonte 14 S/A","","sócio-diretor.titular@cerealistaexportbelohorizonte14sa.com.br"
"Sócio-Diretor Titular","BioAgro Trading Uberlândia 14 S/A","","sócio-diretor.titular@bioagrotradinguberlndia14sa.com.br"
"Sócio-Diretor Titular","Atlas Exportadora Varginha 14 S/A","","sócio-diretor.titular@atlasexportadoravarginha14sa.com.br"
"Sócio-Diretor Titular","Nova Safra Comex Rondonópolis 14 S/A","","sócio-diretor.titular@novasafracomexrondonpolis14sa.com.br"
"Sócio-Diretor Titular","AgroExport Cuiabá 15 S/A","","sócio-diretor.titular@agroexportcuiab15sa.com.br"
"Sócio-Diretor Titular","Global Trading Sinop 15 S/A","","sócio-diretor.titular@globaltradingsinop15sa.com.br"
"Sócio-Diretor Titular","InterAgro Goiânia 15 S/A","","sócio-diretor.titular@interagrogoinia15sa.com.br"
"Sócio-Diretor Titular","Sul Exportadora Rio Verde 15 S/A","","sócio-diretor.titular@sulexportadorarioverde15sa.com.br"
"Sócio-Diretor Titular","Brasil Grain Campo Grande 15 S/A","","sócio-diretor.titular@brasilgraincampogrande15sa.com.br"
"Sócio-Diretor Titular","Porto Real Dourados 15 S/A","","sócio-diretor.titular@portorealdourados15sa.com.br"
"Sócio-Diretor Titular","Alliance Trade Santos 15 S/A","","sócio-diretor.titular@alliancetradesantos15sa.com.br"
